Name,Gender,Favorite Color,Favorite Flavor,Food Finickiness,Signature Moves,External Texture List,Palette,Breed Face,GUID,Breed Personality,Owner Name,Adoption Date,Generations,Gender,Blood Status,Ancestors,Full Tree,Tree Trimmed,Inbred %,Generations Stored in Tree,Mom,Dad,Profile Comment,Liveliness Center,Liveliness Range,Playfulness Center,Playfulness Range,Independence Center,Independence Range,Confidence Center,Confidence Range,Naughtiness Center,Naughtiness Range,Acrobaticness Center,Acrobaticness Range,Patience Center,Patience Range,Kindness Center,Kindness Range,Nurturing Center,Nurturing Range,Finickiness Center,Finickiness Range,Intelligence Center,Intelligence Range,Messiness Center,Messiness Range,Quirkiness Center,Quirkiness Range,Insanity Center,Insanity Range,Constitution Center,Constitution Range,Metabolism Center,Metabolism Range,Dogginess Center,Dogginess Range,LoveDestiny Center,LoveDestiny Range,Fertility Center,Fertility Range,LoveLoyalty Center,LoveLoyalty Range,Libido Center,Libido Range,OffspringSex Center,OffspringSex Range,Is Neutered?,With Child?,Is Pregnant?
Soryn,Female,green; yellow,fish,No food finickiness,22; 23,None,None,Maine Coon,2bfcf830-84532843-b4b6bd28-4ee0fddf,Honey Bear,Becca@Sungraze,5/11/2025 2:52:20 am,826,Female,Mixed Breed,24092,false,true,98.5679893740661,31,Anarose,Bitey,"Thank you for adopting! If you have any furfile/OW/misc questions, feel free to email me at sungrazepeak@yahoo.com or send me a discord message @boglash. //  // My prefix is 'Sungraze' if you want to use it, but it's not necessary. No rules! Do whatever you want with this pet. Though I would absolutely love if this pet was bred to spread the Petz love <3 //  // Check out my website for my crew and more adoptions!  //  // https://sungrazepeak.neocities.org/ //  // OWs used for this pet are: //  // Dahlia's Alley Cat // Dahlia's Calico // Lida's Sphynx // Amanda's Smoke & Tabby MC",93,14,19,26,40,40,87,20,73,21,97,45,89,25,11,32,82,13,14,7,24,33,48,18,85,35,92,22,53,30,86,5,0,17,1,0,100,34,0,37,89,21,50,39,Not spayed/neutered,None,Not pregnant
Soup Is Good Food,Male,red; yellow,fish; cheese,No food finickiness,1,(1) \resource\textures\oshplus\mottledustA.bmp,None,Maine Coon,366335f-15518449-bf4641b6-3196a17,Scottish Fold,Lex,8/10/2024 3:51:33 am,718,Male,Mixed Breed,2814,false,true,87.5266524520256,19,Gidget,Catcus,"Thank you for adopting this pet from me (Lex)! //  // Once you adopt a pet, it's yours to do whatever with (brexing etc) unless it is a hexie; in that case, please get my permission before brexing it. //  // I'd prefer it if you didn't delete any pets you got from me. If you no longer want a pet, please return it to me, MPA it, or resell it (only resell if you bought it from me on a place like The Petz Bazaar or Whiskerwick). //  // My show prefix is Lex's.",90,25,89,10,13,15,100,26,16,13,50,31,92,32,92,15,94,20,15,22,70,31,52,30,0,24,0,45,3,30,98,28,0,25,1,0,100,28,0,25,78,8,50,35,Not spayed/neutered,None,Not pregnant
Spenlow,Female,yellow,chicken; cheese; soft; water,No food finickiness,1,None,None,B+W Shorthair,741549a-8f478546-a79070cd-8b3db9ed,B+W Shorthair,percy@smeuse,10/24/2024 5:56:31 pm,528,Female,Mixed Breed,314,false,true,34.0764331210191,9,Echium,Sunspot,"thank you very much for adopting! //  // you're very welcome to rename, swap gender, brex etc. as desired. if at any time you no longer want your pet, feel free to return to smeuses@gmail.com, mpa, or delete as a last resort. if showing, please include smeuse's in the prefix. //  // most importantly, enjoy! :3",95,22,52,16,1,44,99,31,7,22,83,19,87,8,2,37,90,25,90,27,58,17,9,32,0,17,0,24,91,12,86,35,0,31,1,0,100,12,0,36,38,34,50,10,Not spayed/neutered,None,Not pregnant
Sprite,Female,green; yellow,fish; milk,No food finickiness,1,(5) \resource\catz\autumnalstripe\autumnalfunfetti14.bmp | \resource\catz\autumnalstripe\autumnalfunfetti17.bmp | \resource\catz\autumnalstripe\autumnalfunfetti16.bmp | \resource\catz\autumnalstripe\autumnalfunfetti11.bmp | \resource\catz\autumnalstripe\autumnalfunfetti13.bmp,None,Chinchilla Persian,a2515e-b4b97549-a12224a3-d0a74a2c,Chinchilla Persian,Whimsy,11/29/2025 11:31:16 pm,780,Female,Mixed Breed,280,false,true,48.5714285714286,9,Ruby Tuesday,Don't Make It Political,OWs used: // queenie's relined chinchilla persian // funfetti autumnal tabby stripes //  // Keep Whimsy's as the prefix if showing. //  // Feel free to change name or gender. //  // Please return to me or MPA if no longer wanted. //  // Enjoy! Feel free to reach out if you have any questions/issues.,97,28,100,26,10,26,88,18,15,30,4,32,41,37,97,27,83,29,46,18,59,16,4,37,0,31,0,37,93,5,92,33,82,30,1,0,100,30,0,17,79,15,50,47,Not spayed/neutered,None,Not pregnant
Star,Female,green; blue,chicken; fish; soft; water,No food finickiness,01; 19,None,None,B+W Shorthair,5ab7fce-3709341-8ccaaaa0-5b8e71f6,B+W Shorthair,Ashleykap,1/9/2025 5:38:49 am,2,Female,Mixed Breed,2,true,false,0,2,2,1,,87,26,4,32,90,33,90,14,98,30,91,40,10,20,9,27,47,27,15,25,60,32,57,34,49,31,0,25,20,27,92,37,0,21,1,0,100,35,0,40,83,23,50,21,Not spayed/neutered,None,Not pregnant
Stint,Male,green; blue,fish; turkey,Only likes 1 flavor,1,None,None,Siamese,b3a03fce-5beb4b-88807caf-ac1591b,Siamese,Lex,2/6/2025 7:0:11 am,668,Male,Mixed Breed,538,false,true,43.1226765799257,10,Silke,Brunei,"Thank you for adopting this pet from me (Lex)! //  // Once you adopt a pet, it's yours to do whatever with (brexing etc) unless it is a hexie; in that case, please get my permission before brexing it. //  // I'd prefer it if you didn't delete any pets you got from me. If you no longer want a pet, please return it to me, MPA it, or resell it (only resell if you bought it from me on a place like Whiskerwick). //  // My show prefix is Lex's.",88,10,90,26,88,17,86,29,94,13,19,34,89,26,85,25,58,27,49,22,16,35,3,24,7,20,0,27,54,19,65,21,0,32,1,0,100,18,0,39,48,32,50,24,Not spayed/neutered,None,Not pregnant
Stocking,Male,red,turkey; milk,No food finickiness,01; 23,None,None,Maine Coon,c1cd8d1-cc85b049-b8b8abd-c6ff744a,Maine Coon,Buck@Medusa,11/6/2024 6:12:10 pm,776,Male,Mixed Breed,1262,false,true,64.8177496038035,11,Panda,Snowstorm,"Thank you for adopting from Buck@Medusa! //  // ++++++++RULES++++++++ //  // 1. Keep Medusa in the showname if you show // 2. You may brex and/or make any changes that you like // 3. Please MPA, return or delete if you no longer want // 4. Do not put up for sale anywhere //  // +++++++++++++++++++++",81,17,61,32,9,20,96,16,6,26,64,6,98,6,85,34,86,14,19,15,100,14,15,30,0,44,0,3,61,16,90,26,0,25,1,0,100,19,0,28,63,30,50,1,Not spayed/neutered,None,Not pregnant
Stuart,Male,yellow; blue,chicken; catnip; cheese,Dislikes only cheese,01; 02,None,None,B+W Shorthair,746d6431-9bd92d4e-b9a3e1f-5539672,Persian,Nightwish,7/4/2025 1:6:15 pm,812,Male,Mixed Breed,3088,false,true,99.0608808290156,14,Henrietta,Wilford,"Thank you for adopting! //  // This pet was bred by Nightwish @ Wild Road //  // RULES //  // Bred petz // - If shown, keep Wild Road as the prefix, feel free to add your own // - Do not put up for download or resell // - Feel free to brex/gender swap/etc // - If no longer wanted, either MPA, return to me or delete //  // Brexed petz // - If shown, keep Wild Road as the prefix, feel free to add your own // - Do not put up for download or resell // - Gender swapping is okay, but please do not edit in any other way // - If no longer wanted, either MPA or return to me //  // Hexed petz // - If shown, keep Wild Road as the prefix, feel free to add your own // - Do not put up for download or resell // - Gender swapping is okay, but please do not edit in any other way // - If no longer wanted return to me",47,11,92,21,7,25,46,12,83,27,99,16,57,31,51,28,94,14,9,40,100,26,20,27,0,25,0,40,46,25,96,22,90,18,1,0,100,29,0,8,45,22,50,29,Not spayed/neutered,None,Not pregnant
Sugarplum,Male,red,fish; milk,No food finickiness,01; 20,None,None,B+W Shorthair,75ed7c6-3871eb44-bd8e91df-c9d75c8a,Persian,KingHarry,11/18/2024 10:8:40 pm,807,Male,Mixed Breed,632,false,true,87.8164556962025,10,Smokestack,Office,"RULES // - Feel free to change name and gender // - Feel free to change eyelids or brex in any way // - If shown, prefix is King/King's // - Don't put up for download/auction/sale // - If you no longer want the pet, feel free to MPA!",9,30,97,35,13,11,95,17,47,4,93,31,7,40,10,24,90,43,7,26,37,15,19,33,3,33,0,25,89,28,86,19,0,41,1,0,100,10,0,30,40,10,50,5,Not spayed/neutered,None,Not pregnant
Summer,Male,red; blue,milk; catnip; cheese,No food finickiness,1,None,None,B+W Shorthair,9219c84f-ffdf14e-9aff2357-52353620,B+W Shorthair,mazzew,11/12/2024 2:25:19 am,777,Male,Mixed Breed,1278,false,true,99.8435054773083,11,Pouncer34,Pouncer35,"MAZZEW@MAZZEW'S EPIC BRED/HEXED CAT //  // feel free to brex these cats to your hearts desire. if you no longer want them, an MPA is very much preffered or you can send back to luckymazzew@gmail.com. prefix is just mazzew. ENJOy!!!",89,23,89,12,15,27,100,16,14,5,6,15,97,22,42,45,7,25,6,25,32,6,11,22,1,26,0,17,58,27,96,14,45,29,1,0,100,1,0,33,52,10,50,44,Not spayed/neutered,None,Not pregnant
Sunshine,Male,green,turkey; soft,Dislikes only cheese,1,None,None,Chinchilla Persian,3b762ace-9804946-ba4d4d13-fcd4bb59,Chinchilla Persian,Whimsy,6/22/2025 2:31:59 am,383,Male,Mixed Breed,318,false,true,60.062893081761,9,Angmar,Charlie,Keep Whimsy's as the prefix if showing. //  // Feel free to change name or gender. //  // Please return to me or MPA if no longer wanted. //  // Enjoy! Feel free to reach out if you have any questions/issues.,42,12,97,30,5,38,78,17,12,29,93,11,86,19,52,22,88,12,11,27,32,39,12,44,0,34,40,30,34,11,49,22,82,30,1,0,100,25,0,3,55,25,50,27,Not spayed/neutered,None,Not pregnant
Sweet Potato,Female,red,turkey; milk; catnip,Dislikes only cheese,1,None,None,Maine Coon,3381c624-3c60ca4e-b6e7ef94-7eae37,Chinchilla Persian,SWKManda,8/20/2024 6:51:11 am,371,Female,Mixed Breed,314,false,true,72.6114649681529,9,Leaf,Dandelion,,89,12,90,23,0,30,84,44,15,34,58,17,86,7,14,44,86,33,16,18,52,31,17,16,0,45,35,29,34,13,38,20,100,41,1,0,100,33,0,24,48,21,50,39,Not spayed/neutered,None,Not pregnant
Swiftnip,Female,red; blue,fish,No food finickiness,1,None,None,Siamese,552f8f9b-2426c342-b471b870-249a8bd6,Maine Coon,Megan@Xoops,11/2/2025 5:2:20 am,8,Female,Mixed Breed,254,false,false,0,8,EGOr1,FS1,"-Do not alter or copy the coding, or claim as your own. Rerouting textures is fine. // -No redistributing, reselling, or file-sharing. // -Keep Xoops in the prefix for hexed petz if you plan to show. // -Do not MPA or delete - please return to me at xoops@fantazzled.com if you no longer want this pet. //  // Thank you! //  // -Megan @ Oasis & Xoops // http://www.oasis.fantazzled.com/ // http://www.xoops.fantazzled.com/ // http://www.shanty.fantazzled.com/",81,16,14,13,82,21,89,39,36,21,97,9,15,13,17,41,17,37,99,32,93,32,0,14,0,25,0,40,30,20,90,21,0,4,1,0,100,9,0,29,50,41,50,25,Not spayed/neutered,None,Not pregnant
Symes,Male,yellow; blue,milk; catnip; cheese,No food finickiness,1,None,None,Orange Shorthair,69c18f-c8b7294f-bcc0d033-68ff198c,Maine Coon,Becca@Sungraze,11/5/2024 3:7:47 pm,781,Male,Mixed Breed,26712,false,true,90.3825995807128,34,Bonsai,Anther,,32,27,80,13,14,19,31,22,8,46,5,44,95,23,94,37,91,13,14,23,44,24,57,33,47,38,0,19,64,23,61,42,99,7,1,0,100,29,0,11,53,9,50,16,Not spayed/neutered,None,Not pregnant
Taco,Male,red; green,turkey; milk; catnip; soft,No food finickiness,1,None,None,Calico,97d0dba7-e5d6d345-8e9247f4-c6801415,Chinchilla Persian,SWKManda,8/19/2024 10:31:48 pm,371,Male,Mixed Breed,3018,false,true,90.1921802518224,15,Leaf,Dandelion,,89,12,90,23,0,30,86,44,6,34,100,17,90,13,91,40,85,31,9,11,66,16,9,15,0,49,86,36,34,32,38,20,83,41,1,0,100,33,0,24,53,21,50,39,Not spayed/neutered,None,Not pregnant
Tiger2,Female,green; blue,chicken; milk,No food finickiness,1,None,None,Orange Shorthair,744a7343-face3040-861fc358-1f7436de,Tabby,Wilds/HAL,6/8/2025 4:32:20 pm,446,Female,Mixed Breed,8484,false,true,95.6388495992456,21,Hostile,Fitzgerald,"thank you for adopting! //  // show prefix is Reticulate or Shipwreck but you don't have to use it // if no longer wanted, feel free to MPA, delete, or return to me // hexing, brexing, gender-swapping, renaming etc are all fine. you can do whatever //  // take good care of your new friend //  // -- hal/wilds",53,27,86,23,8,27,30,22,77,23,19,36,11,6,86,31,86,27,20,41,44,29,19,17,93,47,0,4,20,39,93,44,0,5,1,0,100,30,0,38,68,17,50,32,Not spayed/neutered,None,Not pregnant
Tiger3,Male,yellow,beef; milk,No food finickiness,1,None,None,Tabby,f87afbb8-49ca6840-8cc449b-df5a18eb,Tabby,Elizabeth,10/2/2025 8:56:4 pm,653,Male,Mixed Breed,2134,false,true,50.4686035613871,14,Helvetica,Kauiru,,89,42,4,18,89,11,91,44,13,14,52,41,84,4,92,12,96,23,43,47,64,26,14,18,0,33,0,19,16,19,82,29,0,22,1,0,100,16,0,48,40,45,50,37,Not spayed/neutered,None,Not pregnant
Tiger5,Female,red; blue,chicken; milk,Dislikes only cheese,01; 06,None,None,Tabby,c0656b-3a4e1b4c-b237b3e0-8384376c,Tabby,Melissa,5/17/2025 12:29:36 am,779,Female,Mixed Breed,108142,false,true,96.9974662943167,45,Callie,Androsk,,9,38,99,20,13,29,95,18,16,13,66,35,50,11,94,25,82,18,11,38,32,34,6,21,2,43,0,33,54,25,65,30,0,29,1,0,100,34,0,38,49,30,50,21,Not spayed/neutered,None,Not pregnant
Timeline,Female,red; yellow,turkey; milk; soft; water,No food finickiness,01; 06,(6) \art\textures\stripe3.bmp | \resource\catz\gstripssh.bmp | \resource\catz\gleppy.bmp | \resource\catz\gstrips.bmp | \resource\catz\gleppys.bmp | \resource\catz\gstripss.bmp,None,Orange Shorthair,8db58324-13ce04c-96b4b3ae-dd98dcf4,Persian,twincy,8/18/2024 10:17:43 pm,567,Female,Mixed Breed,20198,false,true,97.8364194474701,20,Sycamore,Tarragon,,84,22,94,30,18,11,45,11,16,27,6,35,50,31,6,4,83,22,8,18,33,24,14,31,0,34,0,10,27,48,83,22,0,37,1,0,100,26,0,26,42,27,50,16,Not spayed/neutered,None,Not pregnant
Tinypaw,Non-binary,red; yellow,chicken; milk,No food finickiness,1,None,None,Tabby,318a2e8f-d727c146-bfec7c73-c8fb6b72,Anisd Toybob,Prism,4/26/2023 8:49:53 pm,377,Female,Mixed Breed,3510,false,true,55.8974358974359,19,Inverse,Hopper,,47,44,99,24,13,26,91,26,71,13,3,23,76,29,100,6,87,38,2,19,45,30,16,36,35,18,41,22,52,33,33,22,89,25,1,0,100,19,0,20,48,22,50,16,Not spayed/neutered,None,Not pregnant
Toll_House,Female,red,fish,No food finickiness,1,None,None,B+W Shorthair,102e41a7-5af5ed47-aa282b1-6e571bf9,B+W Shorthair,Beff @ Krunchez,8/18/2025 6:13:35 am,806,Female,Mixed Breed,31334,false,true,91.4980532329099,23,Georgie,Crumble,"Bred by Beff @ Krunchez, aka Bethany. If you have any questions about overwrites used, you can contact me on Discord or at krunchez@gmail.com. //  // This pet is yours to do with as you like. Enjoy! //  // OWs used: // Dahlia's Mutt Alley // Sharon's Dali-spot RB // Cargo Smoke & Tabby MC // Cargo Mutating Patchy Calico // Cargo Bicolor BWS",97,25,89,19,17,23,90,17,22,15,67,21,100,29,94,18,88,24,12,22,62,30,15,22,0,20,0,24,76,44,75,37,0,15,1,0,100,20,0,29,67,9,50,25,Not spayed/neutered,None,Not pregnant
Top Of The Morning,Male,red; blue,chicken; turkey,No food finickiness,1,None,None,Tabby,e87d7f8c-f7b77b48-a1559d4-4e9e7f57,Calico,Lex,1/18/2025 6:32:7 am,494,Male,Mixed Breed,464,false,true,41.3793103448276,10,Chamomile,Mika,"Thank you for adopting this pet from me (Lex)! //  // Once you adopt a pet, it's yours to do whatever with (brexing etc) unless it is a hexie; in that case, please get my permission before brexing it. //  // I'd prefer it if you didn't delete any pets you got from me. If you no longer want a pet, please return it to me, MPA it, or resell it (only resell if you bought it from me on a place like Whiskerwick). //  // My show prefix is Lex's.",89,28,45,24,8,16,86,25,0,18,16,18,95,21,86,17,96,2,79,18,54,40,19,33,0,29,0,34,31,18,74,3,0,4,1,0,100,12,0,27,51,21,50,25,Not spayed/neutered,None,Not pregnant
Tora,Male,red; blue,chicken; milk; catnip; cheese,No food finickiness,01; 03,(6) \resource\catz\stripe\stripe14_lilac3.bmp | \resource\catz\stripe\leopard_lilac3.bmp | \resource\catz\stripe\stripe17_lilac3.bmp | \resource\catz\stripe\stripe16_lilac3.bmp | \resource\catz\stripe\stripe11_lilac3.bmp | \resource\catz\stripe\stripe13_lilac3.bmp,None,Unknown,889aee26-173c524c-a9b56fae-65e60e6,Japanese Bobtail,Lilibet,9/22/2025 4:36:24 pm,5,Male,Mixed Breed,30,false,false,0,5,Decide,Decimate,bred by lilibet. nib tabby-coated jbobs. //  // ows: gyiyg's jbob; cargo tabby.,87,15,3,41,16,10,89,19,20,39,88,20,95,14,88,26,83,14,14,25,100,20,11,34,0,36,0,25,80,28,83,42,0,25,1,0,100,9,0,41,32,26,50,35,Not spayed/neutered,None,Not pregnant
Twenty Million Dollar Fine,Male,red; yellow,fish,No food finickiness,1,None,None,Chinchilla Persian,e9cb6f93-ef5ce43-98512cc3-86e5ab34,Chinchilla Persian,Becca@Sungraze,11/9/2024 1:38:14 am,499,Male,Mixed Breed,958,false,true,89.874739039666,11,Falterona,Candy Corn,,42,2,82,40,10,27,65,15,27,23,4,44,69,28,48,10,90,31,16,26,48,41,12,45,0,29,0,19,33,35,38,26,0,41,1,0,100,25,0,3,43,28,50,37,Not spayed/neutered,None,Not pregnant
Varuna,Male,red,milk,Only likes 1 flavor,1,(2) \resource\textures\csmokeblue3.bmp | \resource\textures\csmokeblue4.bmp,None,Siamese,6c415b26-377f5a41-b6ca1f56-8136fb1a,Siamese,Tea,4/15/2024 11:7:31 pm,1,Male,Purebred,0,true,false,0,1,None,None,,17,26,9,47,80,9,97,22,33,30,86,14,20,10,16,17,7,16,99,25,95,30,6,24,0,23,0,30,65,31,80,45,100,27,1,0,100,7,0,17,48,43,50,33,Not spayed/neutered,None,Not pregnant
Vastra,Female,red; blue,turkey; catnip; cheese; soft; water,No food finickiness,1,None,None,Tabby,18d6b6f0-dace4d48-a86dc79-f2313929,Russian Blue,Andi @ Cirrutopia,11/23/2025 8:5:35 am,857,Female,Mixed Breed,628,false,true,91.8789808917197,11,Justia,Rave,Cirrutopia's ________________________ //  // Enjoy! :) //  // All I ask is that you keep Cirrutopia in the show name. Feel free to delete/adopt out/trade/brex as you wish. //  // Andi // cirrutopiapetz@gmail.com // IG: HarmonyFarmsNJ //  // https://www.harmonyfarmsnj.com/petz,83,27,99,24,9,24,27,9,30,10,88,21,7,26,83,9,95,41,4,28,62,3,10,21,0,35,0,18,68,23,98,38,0,28,1,0,100,18,0,8,51,34,50,49,Not spayed/neutered,None,Not pregnant
Viennese,Female,green,beef,Only likes 1 flavor,1,None,gluttonous,Siamese,45202be6-b2bdae4b-82148bc-80dedf60,Siamese,Dew,11/25/2025 9:21:11 pm,1,Female,Purebred,0,true,false,0,1,None,None,"Hello! Thank you for adopting :) //  // You may MPA, brex, mess with codes, etc. // Please do not claim this work as your own :) // And if you need to send it somewhere and don't want to MPA, you may always return it to Dew @ mntndewluver@gmail.com",12,32,6,27,100,28,95,26,97,20,92,21,3,40,15,35,11,26,93,14,92,25,12,32,0,18,0,25,57,13,83,3,0,29,1,0,100,28,0,7,43,23,50,18,Not spayed/neutered,None,Not pregnant
Vital,Female,green,fish,No food finickiness,1,None,None,Russian Blue,54e575f-5601745-982ce761-e779a456,Egyptian Mau,Lex,2/3/2025 5:20:13 am,712,Female,Mixed Breed,416,false,true,41.3461538461539,11,Keepsake,Mycelium,"Thank you for adopting this pet from me (Lex)! //  // Once you adopt a pet, it's yours to do whatever with (brexing etc) unless it is a hexie; in that case, please get my permission before brexing it. //  // I'd prefer it if you didn't delete any pets you got from me. If you no longer want a pet, please return it to me, MPA it, or resell it (only resell if you bought it from me on a place like Whiskerwick). //  // My show prefix is Lex's.",98,32,89,29,5,25,100,20,29,10,73,5,96,31,84,33,87,30,1,8,67,35,8,8,0,24,0,13,57,32,45,27,0,23,1,0,100,15,0,22,50,23,50,12,Not spayed/neutered,None,Not pregnant
Vitamin,Female,black; green; orange; gray,chicken; beef; fish; turkey; sweet; catnip; cheese,Dislikes only cheese,01; 26,None,None,Tabby,de771cb-7a75a54c-af504ff-3f5acef,Tabby,Lex,2/8/2025 7:8:17 am,568,Female,Mixed Breed,358,false,true,75.9776536312849,10,Elsie,Brahms,"Thank you for adopting this pet from me (Lex)! //  // Once you adopt a pet, it's yours to do whatever with (brexing etc) unless it is a hexie; in that case, please get my permission before brexing it. //  // I'd prefer it if you didn't delete any pets you got from me. If you no longer want a pet, please return it to me, MPA it, or resell it (only resell if you bought it from me on a place like Whiskerwick). //  // My show prefix is Lex's.",75,12,74,0,25,19,32,4,32,1,50,17,50,5,89,28,50,19,12,34,59,10,57,21,0,45,0,27,62,31,43,36,0,29,1,0,100,22,0,6,66,9,50,23,Not spayed/neutered,None,Not pregnant
Vixen,Male,red; yellow,beef; cheese,Dislikes only cheese,06; 07,(6) \resource\textures\tabbyplus\invtab3.bmp | \resource\textures\tabbyplus\invtab17.bmp | \resource\textures\tabbyplus\invtab26.bmp | \resource\textures\tabbyplus\invtab11.bmp | \resource\textures\tabbyplus\invtab13.bmp | \resource\textures\tabbyplus\invtab16.bmp,None,Tabby,1117b1a7-af391b48-af4da51b-edf8dd2e,Calico,Kiwi@verdigris,11/6/2023 3:30:48 am,590,Male,Mixed Breed,218,false,true,17.4311926605505,9,CandyCane,Odysseus,Bred by Kiwi@verdigris //  // Usual OWs:  // - Queenie's Oshie+ // - Queenie's Tabby+ // - Cargo's Patchy Calico // - Sleepycat's Many Chinchi Variations // - Cargo's Smoked Tabby Maine Coon // - Blackmist's Mutating Spots Alleycat // - Aniseed's Devon Rex converted for SIAMESE //  // Prefix | | verdigris or {VG} // Hexing Allowed // Feel free to MPA or return (discord@thinking_kiwi) // https://verdigris-studio.neocities.org/,87,13,12,29,81,5,93,41,64,36,95,22,21,25,35,18,86,25,40,22,42,22,4,20,0,17,0,8,52,12,79,23,0,11,1,0,100,27,0,18,34,2,50,4,Not spayed/neutered,None,Not pregnant
Water,Female,green; yellow,chicken; turkey; soft,Dislikes only cheese,1,None,None,Chinchilla Persian,f6ac7a96-47d37744-b2411c5c-0943ffd,Chinchilla Persian,Buck@Medusa,7/28/2024 7:37:52 pm,397,Female,Mixed Breed,1340,false,true,86.5671641791045,12,Brownie,Atlas,"Thank you for adopting from Buck@Medusa! //  // ++++++++RULES++++++++ //  // 1. Keep Medusa in the showname if you show // 2. You may brex and/or make any changes that you like // 3. Please MPA, return or delete if you no longer want // 4. Do not put up for sale anywhere //  // +++++++++++++++++++++",81,25,51,33,17,13,89,24,2,23,92,25,85,5,35,28,87,22,10,30,60,30,18,11,0,26,91,24,50,30,39,19,0,30,1,0,100,34,0,8,37,36,50,46,Not spayed/neutered,None,Not pregnant
Whinchat,Male,red; yellow,fish; turkey,Dislikes only cheese,1,None,None,Chinchilla Persian,c62aace4-aaffe746-9f8c8b85-61c7f2f5,Chinchilla Persian,Bard@Shipwreck,6/22/2021 7:19:6 pm,496,Male,Mixed Breed,2534,false,true,86.1483820047356,12,Daydreamer,Mr Dapper,,27,19,92,35,11,23,88,15,15,31,4,48,94,29,84,28,87,13,17,20,58,45,11,14,0,45,43,30,66,12,66,25,82,39,1,0,100,37,0,5,43,28,50,44,Not spayed/neutered,None,Not pregnant
